heure_depart,duree_vol,nb_vols_jour,retards_7j_moy,compagnie,meteo_depart,retard
3.0,65.8,75.0,22.0,FlyY,Bonne,0
5.0,136.0,84.0,35.0,FlyY,Moyenne,0
6.2,127.0,131.0,8.0,SkyZ,Moyenne,0
2.1,124.0,114.0,14.0,FlyY,Moyenne,0
17.7,206.4,118.0,28.0,FlyY,Moyenne,1
8.2,70.3,134.0,27.0,FlyY,Moyenne,0
6.0,160.5,92.0,29.0,SkyZ,Mauvaise,0
7.3,144.5,63.0,16.0,FlyY,Bonne,0
9.9,88.9,109.0,38.0,FlyY,Bonne,0
9.3,134.0,154.0,10.0,FlyY,Bonne,0
6.7,93.1,103.0,1.0,SkyZ,Bonne,0
2.5,126.9,95.0,24.0,AirX,Bonne,0
9.7,130.9,149.0,16.0,FlyY,Bonne,0
12.3,103.4,59.0,9.0,AirX,Mauvaise,0
1.0,76.0,114.0,28.0,FlyY,Bonne,0
21.2,214.8,122.0,17.0,FlyY,Bonne,1
13.3,141.4,149.0,3.0,FlyY,Bonne,0
9.9,157.1,81.0,22.0,FlyY,Bonne,0
7.0,98.6,90.0,16.0,FlyY,Bonne,0
17.9,193.7,200.0,31.0,FlyY,Bonne,1
3.1,111.2,121.0,12.0,AirX,Bonne,0
0.0,113.6,129.0,16.0,FlyY,Moyenne,0
8.7,152.8,112.0,23.0,AirX,Moyenne,0
19.3,139.4,172.0,46.0,AirX,Moyenne,1
2.5,152.9,115.0,14.0,FlyY,Moyenne,0
13.7,114.2,127.0,8.0,FlyY,Bonne,0
13.4,165.5,142.0,20.0,FlyY,Moyenne,1
5.7,122.4,116.0,21.0,FlyY,Moyenne,0
17.0,244.6,114.0,7.0,FlyY,Bonne,1
16.8,170.1,138.0,33.0,SkyZ,Moyenne,1
11.1,100.4,179.0,27.0,FlyY,Bonne,0
9.2,65.8,94.0,15.0,FlyY,Moyenne,0
1.7,172.0,64.0,18.0,AirX,Mauvaise,0
9.3,105.1,136.0,17.0,FlyY,Bonne,0
-15.0,120.5,99.0,5.0,FlyY,Moyenne,0
16.5,267.1,136.0,39.0,FlyY,Moyenne,1
18.8,142.3,118.0,36.0,FlyY,Mauvaise,1
4.4,169.8,145.0,21.0,FlyY,Bonne,0
8.8,120.6,71.0,6.0,FlyY,Moyenne,0
3.7,84.0,153.0,0.0,FlyY,Bonne,0
0.0,130.6,76.0,11.0,SkyZ,Bonne,0
15.5,222.6,151.0,30.0,FlyY,Bonne,1
15.0,200.9,128.0,27.0,SkyZ,Mauvaise,1
8.5,38.8,123.0,3.0,AirX,Moyenne,0
15.6,226.3,135.0,51.0,AirX,Moyenne,1
14.0,168.6,62.0,27.0,AirX,Mauvaise,1
9.9,154.3,118.0,15.0,FlyY,Bonne,0
4.9,76.5,103.0,7.0,SkyZ,Bonne,0
2.3,91.5,112.0,0.0,AirX,Bonne,0
5.7,118.8,115.0,16.0,SkyZ,Bonne,0
6.9,135.4,99.0,21.0,AirX,Bonne,0
7.1,104.4,134.0,9.0,SkyZ,Bonne,0
7.9,134.9,99.0,26.0,FlyY,Bonne,0
2.5,193.5,73.0,23.0,AirX,Bonne,0
2.3,71.7,153.0,10.0,FlyY,Bonne,0
13.9,87.9,125.0,14.0,AirX,Bonne,0
20.4,214.6,187.0,33.0,AirX,Mauvaise,1
11.1,106.1,147.0,24.0,FlyY,Moyenne,0
4.4,137.0,77.0,3.0,SkyZ,Mauvaise,0
4.6,126.6,135.0,16.0,FlyY,Bonne,0
17.0,210.4,122.0,44.0,FlyY,Bonne,1
8.2,74.9,84.0,19.0,FlyY,Moyenne,0
19.3,185.3,173.0,32.0,FlyY,Bonne,1
3.8,118.3,91.0,27.0,AirX,Bonne,0
9.1,75.5,125.0,33.0,FlyY,Bonne,0
12.4,101.9,136.0,16.0,AirX,Bonne,0
3.3,116.6,115.0,5.0,AirX,Bonne,0
6.4,180.5,118.0,12.0,FlyY,Bonne,0
10.1,126.5,110.0,5.0,AirX,Moyenne,0
10.8,117.6,124.0,13.0,FlyY,Bonne,0
4.6,62.5,84.0,16.0,FlyY,Bonne,0
2.8,131.1,104.0,18.0,AirX,Moyenne,0
7.3,90.7,80.0,24.0,FlyY,Bonne,0
5.6,141.0,147.0,22.0,AirX,Bonne,0
2.6,78.8,82.0,7.0,SkyZ,Moyenne,0
7.4,141.2,95.0,16.0,FlyY,Bonne,0
9.8,121.8,124.0,12.0,SkyZ,Bonne,0
17.8,183.2,200.0,34.0,FlyY,Bonne,1
4.8,102.0,60.0,22.0,AirX,Bonne,0
7.0,129.1,112.0,4.0,FlyY,Bonne,0
23.0,161.3,190.0,39.0,SkyZ,Moyenne,1
8.0,144.0,136.0,19.0,FlyY,Bonne,0
7.7,126.0,104.0,20.0,SkyZ,Bonne,0
1.8,134.4,159.0,21.0,SkyZ,Bonne,0
9.4,113.3,97.0,15.0,AirX,Bonne,0
11.5,229.2,193.0,26.0,AirX,Moyenne,1
17.8,139.1,200.0,32.0,FlyY,Bonne,1
4.6,160.1,74.0,14.0,FlyY,Bonne,0
4.1,111.8,168.0,10.0,SkyZ,Bonne,0
11.0,108.2,82.0,16.0,SkyZ,Bonne,0
10.7,93.7,116.0,20.0,FlyY,Bonne,0
19.4,169.4,182.0,17.0,AirX,Moyenne,1
10.4,113.9,112.0,22.0,FlyY,Bonne,0
1.9,141.4,57.0,14.0,AirX,Bonne,0
4.8,121.8,142.0,20.0,SkyZ,Bonne,0
15.3,149.1,79.0,32.0,FlyY,Moyenne,1
2.2,150.2,121.0,11.0,FlyY,Bonne,0
15.2,105.9,135.0,21.0,AirX,Moyenne,0
-15.0,141.0,154.0,21.0,FlyY,Moyenne,1
11.5,168.1,144.0,25.0,FlyY,Moyenne,0
4.5,134.4,135.0,10.0,FlyY,Bonne,0
12.2,132.1,90.0,10.0,AirX,Bonne,0
11.2,182.0,166.0,8.0,FlyY,Moyenne,0
16.8,210.1,200.0,34.0,SkyZ,Mauvaise,1
6.0,111.8,167.0,23.0,AirX,Moyenne,0
2.2,47.1,104.0,14.0,AirX,Bonne,0
7.6,112.4,164.0,22.0,AirX,Bonne,0
9.0,134.2,103.0,12.0,FlyY,Bonne,0
10.1,101.6,72.0,3.0,FlyY,Moyenne,0
0.0,114.1,143.0,20.0,FlyY,Bonne,0
7.2,124.4,98.0,7.0,AirX,Bonne,0
10.0,69.4,107.0,20.0,FlyY,Moyenne,0
9.7,111.0,102.0,18.0,FlyY,Bonne,0
18.5,107.0,166.0,38.0,FlyY,Moyenne,1
16.5,113.1,86.0,0.0,SkyZ,Bonne,0
11.9,186.1,155.0,9.0,AirX,Bonne,0
6.4,119.1,95.0,9.0,FlyY,Bonne,0
20.3,207.6,143.0,37.0,FlyY,Moyenne,1
7.4,96.8,151.0,0.0,FlyY,Bonne,0
8.0,138.1,160.0,14.0,FlyY,Bonne,0
18.5,178.0,131.0,25.0,FlyY,Mauvaise,1
2.1,145.9,105.0,10.0,SkyZ,Bonne,0
7.3,134.0,81.0,23.0,AirX,Bonne,0
3.9,112.6,124.0,13.0,AirX,Bonne,0
20.0,135.1,179.0,46.0,FlyY,Bonne,1
3.8,84.2,125.0,14.0,FlyY,Moyenne,0
12.6,107.7,126.0,10.0,AirX,Bonne,0
0.0,118.6,69.0,32.0,AirX,Bonne,0
6.4,107.5,106.0,16.0,AirX,Bonne,0
12.9,88.6,125.0,16.0,SkyZ,Moyenne,0
22.1,142.4,113.0,14.0,AirX,Bonne,1
15.2,222.3,113.0,29.0,FlyY,Bonne,1
12.4,141.2,115.0,16.0,AirX,Bonne,0
2.6,77.0,118.0,11.0,FlyY,Bonne,0
10.0,81.6,108.0,7.0,AirX,Bonne,0
4.0,90.6,111.0,24.0,FlyY,Bonne,0
16.7,181.7,158.0,34.0,AirX,Moyenne,1
5.6,145.1,110.0,15.0,SkyZ,Bonne,0
23.0,100.4,151.0,36.0,AirX,Mauvaise,1
14.8,233.3,176.0,30.0,FlyY,Mauvaise,1
-15.0,72.2,134.0,28.0,SkyZ,Bonne,0
2.5,98.0,89.0,9.0,FlyY,Bonne,0
5.9,109.3,102.0,21.0,FlyY,Bonne,0
17.1,226.3,168.0,14.0,FlyY,Moyenne,1
9.4,112.2,114.0,12.0,FlyY,Bonne,0
6.6,113.0,102.0,14.0,FlyY,Bonne,0
5.3,114.8,146.0,20.0,SkyZ,Bonne,0
19.0,113.6,177.0,19.0,FlyY,Moyenne,1
6.8,110.0,92.0,8.0,FlyY,Moyenne,0
6.6,168.4,94.0,15.0,FlyY,Bonne,0
8.1,145.9,79.0,20.0,FlyY,Moyenne,0
12.9,96.1,116.0,21.0,AirX,Bonne,0
8.8,108.8,127.0,19.0,FlyY,Bonne,0
8.2,143.9,53.0,17.0,SkyZ,Moyenne,0
13.7,132.7,112.0,20.0,AirX,Bonne,0
23.0,202.4,164.0,32.0,FlyY,Bonne,1
-15.0,115.5,69.0,15.0,AirX,Bonne,0
6.5,109.9,122.0,4.0,FlyY,Moyenne,0
17.7,233.5,141.0,49.0,AirX,Moyenne,1
9.2,109.2,71.0,13.0,FlyY,Moyenne,0
11.2,55.0,141.0,18.0,FlyY,Moyenne,0
12.4,79.0,160.0,18.0,FlyY,Bonne,0
13.5,139.0,129.0,9.0,FlyY,Bonne,0
5.4,118.3,88.0,12.0,FlyY,Bonne,0
16.1,160.5,158.0,29.0,SkyZ,Bonne,1
6.5,123.9,106.0,14.0,AirX,Bonne,0
19.1,190.2,192.0,33.0,FlyY,Mauvaise,1
9.8,72.7,88.0,28.0,AirX,Bonne,0
6.4,131.9,144.0,15.0,SkyZ,Bonne,0
15.9,224.3,200.0,29.0,SkyZ,Bonne,1
4.9,81.6,85.0,20.0,FlyY,Bonne,0
4.5,80.0,200.0,21.0,SkyZ,Mauvaise,0
10.5,168.1,104.0,0.0,FlyY,Bonne,0
1.6,113.6,86.0,15.0,FlyY,Bonne,0
11.0,179.4,167.0,21.0,AirX,Moyenne,0
-15.0,114.5,92.0,10.0,FlyY,Bonne,0
10.8,80.7,59.0,14.0,AirX,Bonne,0
14.9,96.1,119.0,12.0,SkyZ,Bonne,0
15.8,124.7,110.0,14.0,FlyY,Bonne,0
19.3,147.0,171.0,27.0,FlyY,Mauvaise,1
12.4,174.5,125.0,16.0,AirX,Moyenne,0
9.8,141.7,110.0,18.0,FlyY,Bonne,0
12.1,119.8,86.0,0.0,AirX,Moyenne,0
8.6,99.6,104.0,23.0,FlyY,Bonne,0
11.9,166.6,161.0,40.0,AirX,Bonne,1
13.7,109.7,190.0,15.0,SkyZ,Bonne,0
4.5,58.0,81.0,25.0,FlyY,Bonne,0
15.1,109.8,143.0,27.0,FlyY,Bonne,1
18.7,161.0,200.0,18.0,FlyY,Moyenne,1
7.4,136.4,81.0,25.0,FlyY,Mauvaise,0
4.1,157.0,131.0,11.0,FlyY,Bonne,0
8.8,87.0,143.0,10.0,FlyY,Bonne,0
12.5,108.3,118.0,19.0,SkyZ,Bonne,0
3.6,85.0,123.0,14.0,FlyY,Bonne,0
7.1,79.5,162.0,25.0,SkyZ,Bonne,0
3.9,106.2,80.0,1.0,SkyZ,Bonne,0
18.7,150.9,129.0,2.0,AirX,Moyenne,1
9.1,76.4,109.0,17.0,SkyZ,Bonne,0
7.6,159.7,137.0,17.0,AirX,Bonne,0
1.9,80.5,50.0,22.0,SkyZ,Bonne,0
10.4,53.5,126.0,15.0,FlyY,Bonne,0
7.5,113.3,126.0,15.0,SkyZ,Bonne,0
4.4,107.7,145.0,20.0,SkyZ,Moyenne,0
6.8,114.4,78.0,21.0,SkyZ,Bonne,0
6.6,104.9,160.0,8.0,FlyY,Moyenne,0
6.7,83.6,134.0,15.0,FlyY,Bonne,0
4.2,152.4,116.0,6.0,AirX,Bonne,0
15.5,136.6,110.0,34.0,FlyY,Bonne,1
0.0,123.2,132.0,12.0,AirX,Moyenne,0
4.1,101.2,143.0,15.0,FlyY,Bonne,0
1.7,130.0,159.0,18.0,FlyY,Moyenne,0
3.5,158.3,79.0,22.0,SkyZ,Bonne,0
3.1,85.8,142.0,5.0,FlyY,Moyenne,0
11.1,90.2,96.0,21.0,SkyZ,Bonne,0
1.9,151.0,150.0,3.0,AirX,Moyenne,0
8.9,94.4,123.0,17.0,SkyZ,Bonne,0
10.3,95.5,139.0,13.0,SkyZ,Mauvaise,0
9.1,93.6,77.0,14.0,FlyY,Bonne,0
10.2,68.9,131.0,24.0,FlyY,Bonne,0
6.0,102.3,154.0,0.0,FlyY,Bonne,0
16.4,101.0,110.0,33.0,AirX,Moyenne,1
0.6,92.4,111.0,8.0,FlyY,Bonne,0
5.6,109.7,135.0,21.0,FlyY,Moyenne,0
4.4,80.7,63.0,24.0,AirX,Bonne,0
6.0,181.3,86.0,24.0,FlyY,Bonne,0
10.2,118.9,97.0,18.0,AirX,Bonne,0
4.7,184.6,169.0,8.0,AirX,Mauvaise,0
9.8,160.2,88.0,11.0,AirX,Moyenne,0
-15.0,238.8,97.0,46.0,SkyZ,Mauvaise,1
8.0,185.0,88.0,15.0,FlyY,Bonne,0
14.7,227.6,101.0,43.0,SkyZ,Moyenne,1
7.3,170.3,187.0,19.0,FlyY,Moyenne,0
4.8,106.1,124.0,30.0,FlyY,Bonne,0
11.1,136.0,146.0,12.0,FlyY,Moyenne,0
15.8,126.5,97.0,36.0,FlyY,Mauvaise,1
5.2,124.6,129.0,6.0,AirX,Moyenne,0
9.5,148.3,149.0,32.0,FlyY,Moyenne,0
7.4,77.2,126.0,0.0,AirX,Bonne,0
10.3,109.9,111.0,16.0,FlyY,Bonne,0
10.5,115.0,195.0,10.0,FlyY,Mauvaise,0
6.8,99.2,102.0,13.0,AirX,Bonne,0
19.0,81.2,187.0,25.0,AirX,Moyenne,1
10.8,90.4,50.0,7.0,FlyY,Moyenne,0
9.4,115.7,116.0,24.0,FlyY,Moyenne,0
18.0,130.5,173.0,34.0,AirX,Mauvaise,1
3.4,159.2,64.0,21.0,SkyZ,Bonne,0
14.5,115.6,114.0,20.0,AirX,Bonne,0
3.4,95.5,134.0,1.0,FlyY,Bonne,0
19.2,151.7,94.0,19.0,SkyZ,Bonne,0
6.2,179.7,97.0,17.0,AirX,Bonne,0
2.5,122.3,125.0,29.0,AirX,Bonne,0
10.4,119.6,89.0,9.0,AirX,Moyenne,0
12.6,236.8,98.0,38.0,FlyY,Mauvaise,1
7.7,163.8,97.0,16.0,AirX,Bonne,0
1.7,120.0,141.0,25.0,FlyY,Bonne,0
20.7,181.5,155.0,15.0,AirX,Mauvaise,1
9.1,83.2,128.0,31.0,FlyY,Bonne,0
10.6,115.1,146.0,42.0,SkyZ,Bonne,0
1.8,124.3,70.0,21.0,SkyZ,Bonne,0
12.2,145.9,50.0,22.0,FlyY,Bonne,0
8.0,91.7,68.0,9.0,FlyY,Bonne,0
23.0,173.2,195.0,14.0,FlyY,Mauvaise,1
7.4,90.0,153.0,16.0,FlyY,Bonne,0
8.9,136.2,133.0,14.0,FlyY,Bonne,0
-15.0,138.3,123.0,25.0,AirX,Bonne,0
5.1,114.6,155.0,16.0,SkyZ,Bonne,0
13.7,181.2,113.0,32.0,FlyY,Moyenne,1
18.4,141.8,136.0,31.0,AirX,Moyenne,1
8.0,127.6,85.0,13.0,FlyY,Moyenne,0
9.2,141.8,158.0,24.0,FlyY,Bonne,0
21.2,212.8,141.0,30.0,SkyZ,Mauvaise,1
4.8,144.8,59.0,11.0,FlyY,Moyenne,0
0.5,154.2,130.0,7.0,FlyY,Moyenne,0
9.7,128.7,185.0,18.0,AirX,Bonne,0
3.6,120.8,64.0,20.0,FlyY,Bonne,0
0.0,158.4,117.0,18.0,FlyY,Bonne,0
4.0,112.8,115.0,19.0,AirX,Moyenne,0
6.2,102.0,92.0,11.0,AirX,Bonne,0
4.1,117.2,125.0,19.0,FlyY,Bonne,0
18.0,156.7,81.0,24.0,AirX,Moyenne,1
8.9,103.8,164.0,14.0,FlyY,Moyenne,0
1.0,149.8,110.0,5.0,AirX,Mauvaise,0
3.5,172.8,118.0,14.0,AirX,Bonne,0
6.2,115.3,108.0,10.0,AirX,Moyenne,0
7.3,82.7,112.0,17.0,SkyZ,Bonne,0
12.5,136.8,140.0,25.0,SkyZ,Bonne,0
10.7,143.5,90.0,0.0,SkyZ,Bonne,0
8.5,125.0,129.0,7.0,FlyY,Bonne,0
17.3,225.4,171.0,34.0,AirX,Bonne,1
2.8,90.7,113.0,9.0,FlyY,Moyenne,0
7.4,131.5,57.0,25.0,FlyY,Bonne,0
19.7,219.8,146.0,40.0,SkyZ,Moyenne,1
2.8,131.0,121.0,19.0,AirX,Bonne,0
16.1,168.9,186.0,39.0,FlyY,Bonne,1
2.8,145.4,102.0,20.0,AirX,Bonne,0
0.0,145.0,143.0,12.0,FlyY,Bonne,0
17.8,191.7,200.0,15.0,FlyY,Bonne,1
7.6,95.6,140.0,16.0,FlyY,Bonne,0
7.3,120.4,100.0,14.0,FlyY,Bonne,0
5.4,126.1,136.0,6.0,FlyY,Bonne,0
12.3,107.9,144.0,32.0,FlyY,Bonne,0
13.5,196.1,138.0,20.0,FlyY,Mauvaise,1
7.8,96.7,123.0,16.0,SkyZ,Bonne,0
4.4,144.0,132.0,15.0,SkyZ,Moyenne,0
4.6,143.0,102.0,15.0,FlyY,Moyenne,0
17.3,176.8,160.0,33.0,FlyY,Mauvaise,1
21.9,213.2,182.0,32.0,FlyY,Moyenne,1
9.9,160.5,142.0,14.0,FlyY,Bonne,0
23.0,195.1,87.0,21.0,AirX,Moyenne,1
8.8,105.1,196.0,10.0,SkyZ,Moyenne,0
3.5,137.6,135.0,19.0,AirX,Bonne,0
14.1,137.0,134.0,22.0,SkyZ,Bonne,0
11.8,156.0,141.0,10.0,FlyY,Bonne,0
8.8,196.1,127.0,41.0,FlyY,Moyenne,1
11.5,132.8,61.0,24.0,FlyY,Moyenne,0
4.9,142.8,70.0,12.0,SkyZ,Bonne,0
4.2,102.6,179.0,7.0,FlyY,Bonne,0
9.4,94.2,97.0,0.0,FlyY,Bonne,0
2.6,92.3,117.0,18.0,AirX,Bonne,0
0.0,82.1,117.0,8.0,FlyY,Mauvaise,0
12.4,135.4,135.0,18.0,AirX,Bonne,0
3.3,165.5,68.0,25.0,FlyY,Bonne,0
5.0,131.4,117.0,17.0,FlyY,Bonne,0
3.4,121.7,170.0,26.0,FlyY,Moyenne,0
10.2,86.2,134.0,26.0,AirX,Bonne,0
7.3,95.5,83.0,9.0,AirX,Moyenne,0
18.4,204.2,169.0,15.0,FlyY,Bonne,1
12.8,130.0,133.0,21.0,AirX,Bonne,0
12.6,145.0,108.0,11.0,AirX,Bonne,0
4.0,66.5,150.0,15.0,AirX,Bonne,0
8.5,133.2,50.0,11.0,SkyZ,Bonne,0
13.5,127.8,195.0,25.0,FlyY,Mauvaise,1
0.0,143.0,87.0,0.0,FlyY,Moyenne,0
8.9,110.5,177.0,24.0,AirX,Mauvaise,0
7.8,107.7,162.0,9.0,FlyY,Bonne,0
19.4,159.4,200.0,45.0,FlyY,Mauvaise,1
13.1,119.7,169.0,22.0,FlyY,Bonne,0
5.6,122.6,157.0,15.0,AirX,Bonne,0
8.5,147.7,88.0,6.0,AirX,Bonne,0
10.6,152.7,95.0,21.0,AirX,Bonne,0
4.2,149.0,158.0,17.0,FlyY,Moyenne,0
3.2,133.0,94.0,3.0,FlyY,Bonne,0
4.0,148.0,174.0,15.0,AirX,Bonne,0
14.5,205.2,128.0,19.0,AirX,Moyenne,1
4.7,135.9,114.0,21.0,AirX,Bonne,0
7.0,74.2,151.0,10.0,SkyZ,Bonne,0
16.2,143.1,91.0,11.0,AirX,Bonne,0
13.0,80.6,146.0,22.0,FlyY,Moyenne,0
21.4,140.1,149.0,14.0,FlyY,Moyenne,1
5.1,102.1,50.0,21.0,FlyY,Bonne,0
9.4,103.2,89.0,15.0,AirX,Bonne,0
16.7,183.6,149.0,22.0,AirX,Bonne,1
1.1,121.8,137.0,20.0,FlyY,Moyenne,0
5.6,112.6,116.0,6.0,FlyY,Bonne,0
0.0,124.3,79.0,13.0,FlyY,Bonne,0
6.5,136.9,110.0,10.0,FlyY,Bonne,0
4.8,118.2,93.0,4.0,AirX,Bonne,0
15.9,223.9,67.0,25.0,SkyZ,Bonne,1
5.8,128.3,83.0,18.0,FlyY,Moyenne,0
5.4,142.4,159.0,0.0,AirX,Bonne,0
0.1,105.6,188.0,18.0,SkyZ,Bonne,0
22.8,218.2,200.0,31.0,FlyY,Moyenne,1
17.2,151.2,144.0,50.0,FlyY,Moyenne,1
8.2,170.3,114.0,21.0,FlyY,Bonne,0
12.2,108.6,127.0,29.0,SkyZ,Bonne,0
7.1,150.8,79.0,28.0,FlyY,Bonne,0
6.7,129.0,50.0,18.0,AirX,Mauvaise,0
14.1,108.9,114.0,27.0,FlyY,Bonne,0
21.4,170.4,119.0,33.0,SkyZ,Mauvaise,1
15.0,163.4,154.0,30.0,AirX,Moyenne,1
13.2,127.1,102.0,28.0,FlyY,Bonne,0
9.7,140.2,87.0,17.0,FlyY,Bonne,0
17.4,180.4,200.0,22.0,FlyY,Bonne,1
2.4,93.6,138.0,31.0,FlyY,Bonne,0
1.6,100.9,136.0,19.0,SkyZ,Bonne,0
6.6,117.6,129.0,20.0,AirX,Moyenne,0
14.1,164.4,150.0,23.0,AirX,Mauvaise,1
1.1,57.2,111.0,12.0,AirX,Bonne,0
12.3,86.8,58.0,20.0,SkyZ,Moyenne,0
7.4,108.0,50.0,3.0,FlyY,Bonne,0
15.1,131.0,132.0,0.0,AirX,Bonne,0
0.0,57.1,155.0,15.0,SkyZ,Bonne,0
0.0,93.0,154.0,18.0,SkyZ,Moyenne,0
9.4,93.0,50.0,11.0,SkyZ,Mauvaise,0
8.4,164.0,200.0,12.0,SkyZ,Moyenne,0
4.5,130.4,168.0,30.0,AirX,Bonne,0
8.0,121.7,61.0,21.0,FlyY,Bonne,0
19.3,183.2,156.0,28.0,FlyY,Bonne,1
9.9,135.7,107.0,11.0,SkyZ,Bonne,0
8.0,110.1,141.0,18.0,FlyY,Moyenne,0
7.9,107.1,158.0,20.0,FlyY,Moyenne,0
3.3,80.1,76.0,6.0,FlyY,Moyenne,0
1.4,91.7,98.0,19.0,AirX,Bonne,0
6.1,113.7,182.0,21.0,FlyY,Bonne,0
16.5,264.8,140.0,48.0,SkyZ,Bonne,1
2.0,88.4,105.0,14.0,SkyZ,Bonne,0
8.8,102.2,104.0,26.0,AirX,Bonne,0
0.0,168.5,105.0,9.0,AirX,Moyenne,0
22.5,197.3,114.0,25.0,AirX,Moyenne,1
4.9,92.7,152.0,12.0,FlyY,Bonne,0
9.1,144.0,131.0,13.0,SkyZ,Bonne,0
5.7,118.6,92.0,7.0,AirX,Bonne,0
3.6,135.9,106.0,0.0,FlyY,Bonne,0
15.6,89.9,148.0,9.0,SkyZ,Moyenne,0
4.0,76.8,109.0,7.0,FlyY,Bonne,0
6.6,113.7,86.0,17.0,FlyY,Bonne,0
5.0,139.5,98.0,21.0,FlyY,Bonne,0
8.4,101.4,97.0,11.0,FlyY,Moyenne,0
1.9,43.7,85.0,26.0,AirX,Bonne,0
6.7,126.9,50.0,12.0,FlyY,Bonne,0
5.3,93.6,113.0,15.0,FlyY,Bonne,0
11.6,53.2,91.0,11.0,SkyZ,Moyenne,0
16.5,158.8,146.0,40.0,FlyY,Mauvaise,1
3.8,93.9,50.0,13.0,FlyY,Bonne,0
4.6,87.6,131.0,0.0,AirX,Moyenne,0
20.1,209.0,198.0,20.0,FlyY,Mauvaise,1
19.7,152.6,161.0,30.0,AirX,Mauvaise,1
6.4,103.0,138.0,15.0,AirX,Moyenne,0
0.0,82.0,111.0,15.0,FlyY,Moyenne,0
6.3,112.6,150.0,11.0,SkyZ,Bonne,0
17.0,183.7,174.0,18.0,AirX,Moyenne,1
-15.0,110.6,118.0,28.0,FlyY,Bonne,0
7.8,138.7,149.0,19.0,SkyZ,Moyenne,0
1.8,163.8,151.0,30.0,AirX,Bonne,0
3.5,67.4,169.0,22.0,FlyY,Moyenne,0
6.3,101.8,124.0,19.0,FlyY,Moyenne,0
17.5,179.0,143.0,36.0,FlyY,Bonne,1
5.7,153.5,81.0,13.0,AirX,Moyenne,0
16.7,191.4,200.0,32.0,FlyY,Bonne,1
22.1,168.8,109.0,29.0,FlyY,Moyenne,1
9.4,37.1,78.0,19.0,FlyY,Bonne,0
20.1,164.3,151.0,26.0,AirX,Bonne,1
12.7,148.1,148.0,19.0,FlyY,Mauvaise,0
14.2,113.0,104.0,20.0,AirX,Bonne,0
6.2,135.6,84.0,9.0,FlyY,Moyenne,0
11.0,122.0,101.0,14.0,AirX,Bonne,0
6.3,122.2,120.0,14.0,SkyZ,Bonne,0
8.9,143.8,185.0,16.0,FlyY,Bonne,0
10.4,118.5,134.0,23.0,FlyY,Bonne,0
11.1,123.8,94.0,14.0,AirX,Bonne,0
10.6,134.4,129.0,9.0,FlyY,Bonne,0
6.3,148.4,74.0,0.0,SkyZ,Bonne,0
9.0,155.8,155.0,18.0,SkyZ,Bonne,0
18.5,164.2,137.0,10.0,FlyY,Mauvaise,1
8.0,54.9,86.0,10.0,FlyY,Mauvaise,0
7.3,132.9,105.0,8.0,FlyY,Bonne,0
23.0,137.3,158.0,29.0,SkyZ,Moyenne,1
5.7,99.1,80.0,13.0,FlyY,Bonne,0
18.0,114.2,155.0,28.0,FlyY,Moyenne,1
10.3,137.6,132.0,26.0,FlyY,Moyenne,0
5.1,119.6,120.0,15.0,FlyY,Mauvaise,0
7.5,41.5,155.0,9.0,AirX,Bonne,0
6.1,153.2,87.0,13.0,FlyY,Moyenne,0
3.3,155.9,159.0,24.0,FlyY,Bonne,0
18.9,160.0,118.0,47.0,FlyY,Mauvaise,1
21.2,152.2,192.0,39.0,AirX,Bonne,1
9.5,129.5,114.0,4.0,FlyY,Moyenne,0
19.4,188.7,122.0,16.0,FlyY,Moyenne,1
11.8,99.8,87.0,10.0,FlyY,Moyenne,0
12.8,86.3,93.0,9.0,AirX,Bonne,0
15.0,143.0,150.0,23.0,FlyY,Mauvaise,0
6.6,112.0,165.0,19.0,FlyY,Bonne,0
18.8,250.9,174.0,40.0,FlyY,Moyenne,1
8.2,102.4,159.0,6.0,FlyY,Bonne,0
8.0,172.1,112.0,21.0,FlyY,Bonne,0
8.5,81.6,89.0,24.0,SkyZ,Bonne,0
4.7,112.4,108.0,22.0,AirX,Bonne,0
10.9,81.8,119.0,8.0,SkyZ,Bonne,0
5.6,125.9,100.0,25.0,FlyY,Bonne,0
5.2,95.8,92.0,23.0,AirX,Bonne,0
15.7,183.1,174.0,36.0,AirX,Moyenne,1
8.0,98.8,107.0,6.0,FlyY,Moyenne,0
9.3,93.2,128.0,12.0,FlyY,Bonne,0
6.8,93.8,120.0,24.0,FlyY,Bonne,0
7.6,56.3,90.0,25.0,FlyY,Bonne,0
8.8,100.8,81.0,19.0,FlyY,Bonne,0
6.5,121.7,180.0,14.0,FlyY,Moyenne,0
-15.0,165.4,98.0,28.0,AirX,Moyenne,1
9.0,150.8,136.0,9.0,FlyY,Bonne,0
2.3,130.6,124.0,10.0,FlyY,Bonne,0
13.1,60.6,79.0,11.0,AirX,Bonne,0
4.4,189.5,133.0,20.0,AirX,Moyenne,0
7.1,92.7,88.0,17.0,FlyY,Mauvaise,0
7.7,102.3,115.0,6.0,FlyY,Bonne,0
5.9,85.6,78.0,18.0,SkyZ,Bonne,0
9.0,124.6,125.0,24.0,SkyZ,Moyenne,0
22.0,89.7,172.0,31.0,FlyY,Mauvaise,1
20.7,216.6,142.0,15.0,FlyY,Bonne,1
3.3,151.6,101.0,17.0,FlyY,Bonne,0
11.7,73.7,131.0,15.0,FlyY,Bonne,0
5.1,122.3,130.0,16.0,AirX,Bonne,0
